Gene,Gene Set Name,Category
LOC_Os02g42230,Nucleotide Excision Repair,KEGG
LOC_Os02g47870,Nucleotide Excision Repair,KEGG
LOC_Os02g53500,Nucleotide Excision Repair,KEGG
LOC_Os02g53680,Nucleotide Excision Repair,KEGG
LOC_Os02g56130,Nucleotide Excision Repair,KEGG
LOC_Os02g58220,Nucleotide Excision Repair,KEGG
LOC_Os03g01100,Nucleotide Excision Repair,KEGG
LOC_Os03g03650,Nucleotide Excision Repair,KEGG
LOC_Os03g10780,Nucleotide Excision Repair,KEGG
LOC_Os03g11540,Nucleotide Excision Repair,KEGG
LOC_Os03g52750,Nucleotide Excision Repair,KEGG
LOC_Os03g57290,Nucleotide Excision Repair,KEGG
LOC_Os03g57870,Nucleotide Excision Repair,KEGG
LOC_Os03g63870,Nucleotide Excision Repair,KEGG
LOC_Os04g42990,Nucleotide Excision Repair,KEGG
LOC_Os04g48060,Nucleotide Excision Repair,KEGG
LOC_Os04g54500,Nucleotide Excision Repair,KEGG
LOC_Os04g58350,Nucleotide Excision Repair,KEGG
LOC_Os05g02040,Nucleotide Excision Repair,KEGG
LOC_Os05g05260,Nucleotide Excision Repair,KEGG
LOC_Os05g06840,Nucleotide Excision Repair,KEGG
LOC_Os05g10980,Nucleotide Excision Repair,KEGG
LOC_Os05g15520,Nucleotide Excision Repair,KEGG
LOC_Os05g32600,Nucleotide Excision Repair,KEGG
LOC_Os05g51480,Nucleotide Excision Repair,KEGG
LOC_Os06g01370,Nucleotide Excision Repair,KEGG
LOC_Os06g07480,Nucleotide Excision Repair,KEGG
LOC_Os06g15360,Nucleotide Excision Repair,KEGG
LOC_Os07g38600,Nucleotide Excision Repair,KEGG
LOC_Os08g06620,Nucleotide Excision Repair,KEGG
LOC_Os08g07840,Nucleotide Excision Repair,KEGG
LOC_Os08g07850,Nucleotide Excision Repair,KEGG
LOC_Os08g25060,Nucleotide Excision Repair,KEGG
LOC_Os08g33082,Nucleotide Excision Repair,KEGG
LOC_Os08g33340,Nucleotide Excision Repair,KEGG
LOC_Os09g24200,Nucleotide Excision Repair,KEGG
LOC_Os09g34850,Nucleotide Excision Repair,KEGG
LOC_Os09g39490,Nucleotide Excision Repair,KEGG
LOC_Os10g34750,Nucleotide Excision Repair,KEGG
LOC_Os10g37490,Nucleotide Excision Repair,KEGG
LOC_Os10g42400,Nucleotide Excision Repair,KEGG
LOC_Os11g08330,Nucleotide Excision Repair,KEGG
LOC_Os11g28350,Nucleotide Excision Repair,KEGG
LOC_Os11g36390,Nucleotide Excision Repair,KEGG
LOC_Os12g07720,Nucleotide Excision Repair,KEGG
LOC_Os05g01050,Nucleotide Excision Repair,KEGG
LOC_Os08g36330,Nucleotide Excision Repair,KEGG
LOC_Os01g49180,Mismatch Repair,KEGG
LOC_Os01g55030,Mismatch Repair,KEGG
LOC_Os01g08540,Mismatch Repair,KEGG
LOC_Os01g72880,Mismatch Repair,KEGG
LOC_Os01g13700,Mismatch Repair,KEGG
LOC_Os01g45530,Mismatch Repair,KEGG
LOC_Os01g10690,Mismatch Repair,KEGG
LOC_Os01g62100,Mismatch Repair,KEGG
LOC_Os01g14980,Mismatch Repair,KEGG
LOC_Os01g56940,Mismatch Repair,KEGG
LOC_Os02g37920,Mismatch Repair,KEGG
LOC_Os02g42230,Mismatch Repair,KEGG
LOC_Os02g53500,Mismatch Repair,KEGG
LOC_Os02g53680,Mismatch Repair,KEGG
LOC_Os02g56130,Mismatch Repair,KEGG
LOC_Os02g58220,Mismatch Repair,KEGG
LOC_Os03g03650,Mismatch Repair,KEGG
LOC_Os03g11540,Mismatch Repair,KEGG
LOC_Os03g57870,Mismatch Repair,KEGG
LOC_Os03g63870,Mismatch Repair,KEGG
LOC_Os04g48060,Mismatch Repair,KEGG
LOC_Os04g58410,Mismatch Repair,KEGG
LOC_Os04g58630,Mismatch Repair,KEGG
LOC_Os05g02040,Mismatch Repair,KEGG
LOC_Os05g15520,Mismatch Repair,KEGG
LOC_Os05g19270,Mismatch Repair,KEGG
LOC_Os06g01370,Mismatch Repair,KEGG
LOC_Os08g06620,Mismatch Repair,KEGG
LOC_Os09g24220,Mismatch Repair,KEGG
LOC_Os09g34850,Mismatch Repair,KEGG
LOC_Os09g37930,Mismatch Repair,KEGG
LOC_Os10g34750,Mismatch Repair,KEGG
LOC_Os10g42400,Mismatch Repair,KEGG
LOC_Os11g08330,Mismatch Repair,KEGG
LOC_Os11g36390,Mismatch Repair,KEGG
LOC_Os12g07720,Mismatch Repair,KEGG
LOC_Os05g01050,Mismatch Repair,KEGG
LOC_Os01g67510,Homologous Recombination,KEGG
LOC_Os01g55030,Homologous Recombination,KEGG
LOC_Os01g16640,Homologous Recombination,KEGG
LOC_Os01g71960,Homologous Recombination,KEGG
LOC_Os01g13700,Homologous Recombination,KEGG
LOC_Os01g45530,Homologous Recombination,KEGG
LOC_Os01g10690,Homologous Recombination,KEGG
LOC_Os01g21440,Homologous Recombination,KEGG
LOC_Os01g62100,Homologous Recombination,KEGG
LOC_Os01g14980,Homologous Recombination,KEGG
LOC_Os02g29464,Homologous Recombination,KEGG
LOC_Os02g35450,Homologous Recombination,KEGG
LOC_Os02g42230,Homologous Recombination,KEGG
LOC_Os02g48100,Homologous Recombination,KEGG
LOC_Os02g52510,Homologous Recombination,KEGG
LOC_Os02g53680,Homologous Recombination,KEGG
LOC_Os02g54020,Homologous Recombination,KEGG
LOC_Os02g58220,Homologous Recombination,KEGG
LOC_Os03g03650,Homologous Recombination,KEGG
LOC_Os03g11540,Homologous Recombination,KEGG
LOC_Os03g43850,Homologous Recombination,KEGG
LOC_Os03g63870,Homologous Recombination,KEGG
LOC_Os04g54340,Homologous Recombination,KEGG
LOC_Os04g54500,Homologous Recombination,KEGG
LOC_Os04g55500,Homologous Recombination,KEGG
LOC_Os05g02040,Homologous Recombination,KEGG
LOC_Os05g03050,Homologous Recombination,KEGG
LOC_Os05g15520,Homologous Recombination,KEGG
LOC_Os05g32610,Homologous Recombination,KEGG
LOC_Os06g01370,Homologous Recombination,KEGG
LOC_Os06g14440,Homologous Recombination,KEGG
LOC_Os07g25390,Homologous Recombination,KEGG
LOC_Os07g49210,Homologous Recombination,KEGG
LOC_Os08g06620,Homologous Recombination,KEGG
LOC_Os08g07840,Homologous Recombination,KEGG
LOC_Os08g07850,Homologous Recombination,KEGG
LOC_Os09g32450,Homologous Recombination,KEGG
LOC_Os09g34850,Homologous Recombination,KEGG
LOC_Os10g34580,Homologous Recombination,KEGG
LOC_Os11g08330,Homologous Recombination,KEGG
LOC_Os11g19720,Homologous Recombination,KEGG
LOC_Os11g40150,Homologous Recombination,KEGG
LOC_Os11g44910,Homologous Recombination,KEGG
LOC_Os12g31370,Homologous Recombination,KEGG
LOC_Os03g06920,Homologous Recombination,KEGG
LOC_Os05g01050,Homologous Recombination,KEGG
LOC_Os03g06900,Homologous Recombination,KEGG
LOC_Os02g29464,Non-Homologous End-Joining,KEGG
LOC_Os03g53000,Non-Homologous End-Joining,KEGG
LOC_Os04g54340,Non-Homologous End-Joining,KEGG
LOC_Os05g46270,Non-Homologous End-Joining,KEGG
LOC_Os06g13020,Non-Homologous End-Joining,KEGG
LOC_Os07g08729,Non-Homologous End-Joining,KEGG
LOC_Os01g16240,Phosphatidylinositol Signaling System,KEGG
LOC_Os01g55360,Phosphatidylinositol Signaling System,KEGG
LOC_Os01g17190,Phosphatidylinositol Signaling System,KEGG
LOC_Os01g59530,Phosphatidylinositol Signaling System,KEGG
LOC_Os02g03110,Phosphatidylinositol Signaling System,KEGG
LOC_Os02g07350,Phosphatidylinositol Signaling System,KEGG
LOC_Os02g26720,Phosphatidylinositol Signaling System,KEGG
LOC_Os02g32370,Phosphatidylinositol Signaling System,KEGG
LOC_Os02g57660,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g12840,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g18000,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g20370,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g39000,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g49510,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g49800,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g50320,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g51610,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g53200,Phosphatidylinositol Signaling System,KEGG
LOC_Os04g56580,Phosphatidylinositol Signaling System,KEGG
LOC_Os04g59540,Phosphatidylinositol Signaling System,KEGG
LOC_Os05g03610,Phosphatidylinositol Signaling System,KEGG
LOC_Os05g08810,Phosphatidylinositol Signaling System,KEGG
LOC_Os05g41210,Phosphatidylinositol Signaling System,KEGG
LOC_Os06g29650,Phosphatidylinositol Signaling System,KEGG
LOC_Os07g46490,Phosphatidylinositol Signaling System,KEGG
LOC_Os07g48780,Phosphatidylinositol Signaling System,KEGG
LOC_Os07g49330,Phosphatidylinositol Signaling System,KEGG
LOC_Os08g01390,Phosphatidylinositol Signaling System,KEGG
LOC_Os08g21590,Phosphatidylinositol Signaling System,KEGG
LOC_Os08g33200,Phosphatidylinositol Signaling System,KEGG
LOC_Os08g34950,Phosphatidylinositol Signaling System,KEGG
LOC_Os09g10650,Phosphatidylinositol Signaling System,KEGG
LOC_Os10g01480,Phosphatidylinositol Signaling System,KEGG
LOC_Os10g17990,Phosphatidylinositol Signaling System,KEGG
LOC_Os10g42550,Phosphatidylinositol Signaling System,KEGG
LOC_Os12g04700,Phosphatidylinositol Signaling System,KEGG
LOC_Os12g08270,Phosphatidylinositol Signaling System,KEGG
LOC_Os12g08280,Phosphatidylinositol Signaling System,KEGG
LOC_Os12g21890,Phosphatidylinositol Signaling System,KEGG
LOC_Os12g38780,Phosphatidylinositol Signaling System,KEGG
LOC_Os03g24160,Phosphatidylinositol Signaling System,KEGG
LOC_Os12g13440,Phosphatidylinositol Signaling System,KEGG
LOC_Os01g46760,Plant Hormone Signal Transduction,KEGG
LOC_Os01g40094,Plant Hormone Signal Transduction,KEGG
LOC_Os01g12160,Plant Hormone Signal Transduction,KEGG
LOC_Os01g52050,Plant Hormone Signal Transduction,KEGG
LOC_Os01g63770,Plant Hormone Signal Transduction,KEGG
LOC_Os01g64970,Plant Hormone Signal Transduction,KEGG
LOC_Os01g67770,Plant Hormone Signal Transduction,KEGG
LOC_Os01g64000,Plant Hormone Signal Transduction,KEGG
LOC_Os01g64020,Plant Hormone Signal Transduction,KEGG
LOC_Os01g64730,Plant Hormone Signal Transduction,KEGG
LOC_Os01g56200,Plant Hormone Signal Transduction,KEGG
LOC_Os01g72330,Plant Hormone Signal Transduction,KEGG
LOC_Os01g72020,Plant Hormone Signal Transduction,KEGG
LOC_Os01g48060,Plant Hormone Signal Transduction,KEGG
LOC_Os01g54050,Plant Hormone Signal Transduction,KEGG
LOC_Os01g55940,Plant Hormone Signal Transduction,KEGG
LOC_Os01g17260,Plant Hormone Signal Transduction,KEGG
LOC_Os01g57610,Plant Hormone Signal Transduction,KEGG
LOC_Os01g09800,Plant Hormone Signal Transduction,KEGG
LOC_Os01g62760,Plant Hormone Signal Transduction,KEGG
LOC_Os01g59760,Plant Hormone Signal Transduction,KEGG
LOC_Os02g05050,Plant Hormone Signal Transduction,KEGG
LOC_Os02g05060,Plant Hormone Signal Transduction,KEGG
LOC_Os02g08500,Plant Hormone Signal Transduction,KEGG
LOC_Os02g10140,Plant Hormone Signal Transduction,KEGG
LOC_Os02g10700,Plant Hormone Signal Transduction,KEGG
LOC_Os02g15640,Plant Hormone Signal Transduction,KEGG
LOC_Os02g24700,Plant Hormone Signal Transduction,KEGG
LOC_Os02g24740,Plant Hormone Signal Transduction,KEGG
LOC_Os02g30810,Plant Hormone Signal Transduction,KEGG
LOC_Os02g32610,Plant Hormone Signal Transduction,KEGG
LOC_Os02g34600,Plant Hormone Signal Transduction,KEGG
LOC_Os02g35140,Plant Hormone Signal Transduction,KEGG
LOC_Os02g35180,Plant Hormone Signal Transduction,KEGG
LOC_Os02g42060,Plant Hormone Signal Transduction,KEGG
LOC_Os02g42990,Plant Hormone Signal Transduction,KEGG
LOC_Os02g52780,Plant Hormone Signal Transduction,KEGG
LOC_Os02g52990,Plant Hormone Signal Transduction,KEGG
LOC_Os02g55320,Plant Hormone Signal Transduction,KEGG
LOC_Os02g57530,Plant Hormone Signal Transduction,KEGG
LOC_Os02g58350,Plant Hormone Signal Transduction,KEGG
LOC_Os03g04050,Plant Hormone Signal Transduction,KEGG
LOC_Os03g08310,Plant Hormone Signal Transduction,KEGG
LOC_Os03g08320,Plant Hormone Signal Transduction,KEGG
LOC_Os03g08330,Plant Hormone Signal Transduction,KEGG
LOC_Os03g12350,Plant Hormone Signal Transduction,KEGG
LOC_Os03g14080,Plant Hormone Signal Transduction,KEGG
LOC_Os03g16170,Plant Hormone Signal Transduction,KEGG
LOC_Os03g18600,Plant Hormone Signal Transduction,KEGG
LOC_Os03g20310,Plant Hormone Signal Transduction,KEGG
LOC_Os03g20790,Plant Hormone Signal Transduction,KEGG
LOC_Os03g27280,Plant Hormone Signal Transduction,KEGG
LOC_Os03g28940,Plant Hormone Signal Transduction,KEGG
LOC_Os03g41460,Plant Hormone Signal Transduction,KEGG
LOC_Os03g46440,Plant Hormone Signal Transduction,KEGG
LOC_Os03g49400,Plant Hormone Signal Transduction,KEGG
LOC_Os03g49500,Plant Hormone Signal Transduction,KEGG
LOC_Os03g49990,Plant Hormone Signal Transduction,KEGG
LOC_Os03g55600,Plant Hormone Signal Transduction,KEGG
LOC_Os04g08740,Plant Hormone Signal Transduction,KEGG
LOC_Os04g35240,Plant Hormone Signal Transduction,KEGG
LOC_Os04g36070,Plant Hormone Signal Transduction,KEGG
LOC_Os04g44280,Plant Hormone Signal Transduction,KEGG
LOC_Os04g45370,Plant Hormone Signal Transduction,KEGG
LOC_Os04g51890,Plant Hormone Signal Transduction,KEGG
LOC_Os04g55920,Plant Hormone Signal Transduction,KEGG
LOC_Os04g56680,Plant Hormone Signal Transduction,KEGG
LOC_Os04g56690,Plant Hormone Signal Transduction,KEGG
LOC_Os04g56850,Plant Hormone Signal Transduction,KEGG
LOC_Os04g57720,Plant Hormone Signal Transduction,KEGG
LOC_Os04g59450,Plant Hormone Signal Transduction,KEGG
LOC_Os05g05180,Plant Hormone Signal Transduction,KEGG
LOC_Os05g06320,Plant Hormone Signal Transduction,KEGG
LOC_Os05g09410,Plant Hormone Signal Transduction,KEGG
LOC_Os05g12260,Plant Hormone Signal Transduction,KEGG
LOC_Os05g33730,Plant Hormone Signal Transduction,KEGG
LOC_Os05g36160,Plant Hormone Signal Transduction,KEGG
LOC_Os05g37170,Plant Hormone Signal Transduction,KEGG
LOC_Os05g37470,Plant Hormone Signal Transduction,KEGG
LOC_Os05g37690,Plant Hormone Signal Transduction,KEGG
LOC_Os05g39580,Plant Hormone Signal Transduction,KEGG
LOC_Os05g41070,Plant Hormone Signal Transduction,KEGG
LOC_Os05g42150,Plant Hormone Signal Transduction,KEGG
LOC_Os05g46040,Plant Hormone Signal Transduction,KEGG
LOC_Os05g49730,Plant Hormone Signal Transduction,KEGG
LOC_Os05g50890,Plant Hormone Signal Transduction,KEGG
LOC_Os05g51510,Plant Hormone Signal Transduction,KEGG
LOC_Os06g06090,Plant Hormone Signal Transduction,KEGG
LOC_Os06g08440,Plant Hormone Signal Transduction,KEGG
LOC_Os06g10880,Plant Hormone Signal Transduction,KEGG
LOC_Os06g15480,Plant Hormone Signal Transduction,KEGG
LOC_Os06g30440,Plant Hormone Signal Transduction,KEGG
LOC_Os06g33640,Plant Hormone Signal Transduction,KEGG
LOC_Os06g33690,Plant Hormone Signal Transduction,KEGG
LOC_Os06g36670,Plant Hormone Signal Transduction,KEGG
LOC_Os06g41100,Plant Hormone Signal Transduction,KEGG
LOC_Os06g43910,Plant Hormone Signal Transduction,KEGG
LOC_Os06g48850,Plant Hormone Signal Transduction,KEGG
LOC_Os06g50040,Plant Hormone Signal Transduction,KEGG
LOC_Os07g06130,Plant Hormone Signal Transduction,KEGG
LOC_Os07g15540,Plant Hormone Signal Transduction,KEGG
LOC_Os07g38890,Plant Hormone Signal Transduction,KEGG
LOC_Os07g39220,Plant Hormone Signal Transduction,KEGG
LOC_Os07g40290,Plant Hormone Signal Transduction,KEGG
LOC_Os07g42370,Plant Hormone Signal Transduction,KEGG
LOC_Os07g42940,Plant Hormone Signal Transduction,KEGG
LOC_Os07g48630,Plant Hormone Signal Transduction,KEGG
LOC_Os07g48660,Plant Hormone Signal Transduction,KEGG
LOC_Os07g48820,Plant Hormone Signal Transduction,KEGG
LOC_Os08g02520,Plant Hormone Signal Transduction,KEGG
LOC_Os08g33160,Plant Hormone Signal Transduction,KEGG
LOC_Os08g36790,Plant Hormone Signal Transduction,KEGG
LOC_Os08g39830,Plant Hormone Signal Transduction,KEGG
LOC_Os08g44350,Plant Hormone Signal Transduction,KEGG
LOC_Os09g10840,Plant Hormone Signal Transduction,KEGG
LOC_Os09g15670,Plant Hormone Signal Transduction,KEGG
LOC_Os09g23650,Plant Hormone Signal Transduction,KEGG
LOC_Os09g26610,Plant Hormone Signal Transduction,KEGG
LOC_Os09g26780,Plant Hormone Signal Transduction,KEGG
LOC_Os09g28310,Plant Hormone Signal Transduction,KEGG
LOC_Os09g31390,Plant Hormone Signal Transduction,KEGG
LOC_Os09g31400,Plant Hormone Signal Transduction,KEGG
LOC_Os09g39400,Plant Hormone Signal Transduction,KEGG
LOC_Os10g05690,Plant Hormone Signal Transduction,KEGG
LOC_Os10g25230,Plant Hormone Signal Transduction,KEGG
LOC_Os10g25290,Plant Hormone Signal Transduction,KEGG
LOC_Os10g36703,Plant Hormone Signal Transduction,KEGG
LOC_Os10g41490,Plant Hormone Signal Transduction,KEGG
LOC_Os10g42110,Plant Hormone Signal Transduction,KEGG
LOC_Os10g42280,Plant Hormone Signal Transduction,KEGG
LOC_Os10g42430,Plant Hormone Signal Transduction,KEGG
LOC_Os11g04600,Plant Hormone Signal Transduction,KEGG
LOC_Os11g04720,Plant Hormone Signal Transduction,KEGG
LOC_Os11g05480,Plant Hormone Signal Transduction,KEGG
LOC_Os11g06820,Plant Hormone Signal Transduction,KEGG
LOC_Os11g32510,Plant Hormone Signal Transduction,KEGG
LOC_Os12g04410,Plant Hormone Signal Transduction,KEGG
LOC_Os12g04500,Plant Hormone Signal Transduction,KEGG
LOC_Os12g05680,Plant Hormone Signal Transduction,KEGG
LOC_Os12g39630,Plant Hormone Signal Transduction,KEGG
LOC_Os12g43110,Plant Hormone Signal Transduction,KEGG
LOC_Os01g70050,Plant Hormone Signal Transduction,KEGG
LOC_Os06g45950,Plant Hormone Signal Transduction,KEGG
LOC_Os04g43740,Plant Hormone Signal Transduction,KEGG
LOC_Os01g13170,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g13280,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g52110,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g63900,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g65920,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g16540,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g16650,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g04870,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g27150,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g27160,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g48280,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g03520,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g01700,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g01484,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g74146,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g46926,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g70140,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g62244,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g60360,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g60410,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g13370,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g01170,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g02830,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g03620,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g16040,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g19140,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g20430,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g43920,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g47180,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g47870,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g48910,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g48920,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g51180,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g53140,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g54490,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g03130,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g03150,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g05270,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g10400,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g18380,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g19059,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g19500,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g22680,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g31400,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g47770,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g51680,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g57290,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g57790,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os04g40830,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os04g49130,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os04g51110,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os04g55030,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os04g57220,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g01460,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g03100,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g05700,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g05720,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g06690,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g08960,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g14300,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g35110,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g38550,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g38830,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g48380,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g50360,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os05g51480,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os06g02360,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os06g06870,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os06g09330,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os06g19680,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os06g20610,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os06g30970,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os06g41750,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os06g45000,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os06g46540,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os07g07240,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os07g22680,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os07g38940,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os07g39780,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os07g43240,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os07g43250,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os07g44004,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os07g46560,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os07g49230,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os08g02140,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os08g07400,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os08g28680,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os08g28820,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g06680,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g07900,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g07900,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g10054,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g10200,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g10300,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g12230,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g12310,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g15320,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g31090,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os09g36830,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os10g11260,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os10g30200,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os10g31000,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os10g31850,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os10g32880,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os10g39120,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os11g01510,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os11g30410,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os11g48030,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os12g24080,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os12g35320,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os12g43120,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os12g44000,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os03g24040,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os01g55640,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os11g26910,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os12g01520,Ubiquitin Mediated Proteolysis,KEGG
LOC_Os02g04740,Sulfur Relay System,KEGG
LOC_Os02g07044,Sulfur Relay System,KEGG
LOC_Os02g15870,Sulfur Relay System,KEGG
LOC_Os02g32460,Sulfur Relay System,KEGG
LOC_Os02g52470,Sulfur Relay System,KEGG
LOC_Os03g07850,Sulfur Relay System,KEGG
LOC_Os04g38700,Sulfur Relay System,KEGG
LOC_Os07g28280,Sulfur Relay System,KEGG
LOC_Os09g16910,Sulfur Relay System,KEGG
LOC_Os12g32230,Sulfur Relay System,KEGG
LOC_Os12g39840,Sulfur Relay System,KEGG
LOC_Os12g41500,Sulfur Relay System,KEGG
LOC_Os01g41565,Sulfur Relay System,KEGG
LOC_Os01g73300,Snare Interactions In Vesicular Transport,KEGG
LOC_Os01g73230,Snare Interactions In Vesicular Transport,KEGG
LOC_Os01g37980,Snare Interactions In Vesicular Transport,KEGG
LOC_Os01g64650,Snare Interactions In Vesicular Transport,KEGG
LOC_Os01g51120,Snare Interactions In Vesicular Transport,KEGG
LOC_Os01g15110,Snare Interactions In Vesicular Transport,KEGG
LOC_Os02g02720,Snare Interactions In Vesicular Transport,KEGG
