ID,ACC
Os.46482.1.S1_at,LOC_Os10g41790
Os.54414.1.S1_at,LOC_Os10g41800
Os.6799.1.S1_at,LOC_Os10g41820
Os.11475.2.S1_at,LOC_Os10g41850
Os.11475.1.S1_at,LOC_Os10g41860
Os.4741.2.S1_x_at,LOC_Os10g41930
Os.9077.1.S1_at,LOC_Os10g41940
Os.37950.1.S1_at,LOC_Os10g41960
Os.46479.1.S1_at,LOC_Os10g41970
Os.46479.2.S1_x_at,LOC_Os10g41970
Os.4152.1.S1_at,LOC_Os10g41980
Os.46616.1.S1_x_at,LOC_Os10g41980
Os.46393.1.S1_x_at,LOC_Os10g41999
Os.46616.1.S1_at,LOC_Os10g41999
Os.16615.1.S1_at,LOC_Os10g42020
Os.46574.1.S1_at,LOC_Os10g42040
OsAffx.7903.2.S1_x_at,LOC_Os10g42080
Os.49269.1.A1_x_at,LOC_Os10g42090
Os.12928.1.S1_at,LOC_Os10g42090
Os.12928.1.S1_x_at,LOC_Os10g42090
Os.12158.1.S1_at,LOC_Os10g42100
Os.12158.1.S2_at,LOC_Os10g42100
Os.46089.1.S1_at,LOC_Os10g42110
Os.46089.1.S1_at,LOC_Os10g42110
Os.48027.1.S1_at,LOC_Os10g42160
Os.48027.1.S1_x_at,LOC_Os10g42160
Os.46615.1.S1_at,LOC_Os10g42170
Os.46883.1.S1_at,LOC_Os10g42180
Os.11604.1.S1_at,LOC_Os10g42190
Os.11604.2.S1_at,LOC_Os10g42190
Os.23268.1.S2_at,LOC_Os10g42196
Os.23268.1.S1_at,LOC_Os10g42196
Os.2764.1.S1_s_at,LOC_Os10g42210
Os.2764.1.S1_s_at,LOC_Os10g42210
OsAffx.30751.2.S1_at,LOC_Os10g42210
OsAffx.30751.2.S1_at,LOC_Os10g42210
Os.47000.1.S1_x_at,LOC_Os10g42220
Os.7866.1.S1_at,LOC_Os10g42240
Os.20189.1.S1_at,LOC_Os10g42250
Os.12162.1.S1_at,LOC_Os10g42299
Os.2759.1.S1_s_at,LOC_Os10g42299
Os.12732.1.S1_a_at,LOC_Os10g42320
Os.12732.1.S1_at,LOC_Os10g42320
Os.12732.2.S1_x_at,LOC_Os10g42320
Os.7002.1.S1_at,LOC_Os10g42410
Os.4114.1.S1_at,LOC_Os10g42420
Os.46443.1.S1_at,LOC_Os10g42430
Os.2769.1.S1_at,LOC_Os10g42439
Os.2769.1.S1_at,LOC_Os10g42439
Os.2769.1.S2_at,LOC_Os10g42439
Os.2769.1.S2_at,LOC_Os10g42439
Os.14875.1.S1_at,LOC_Os10g42500
Os.46614.2.S1_x_at,LOC_Os10g42510
Os.5914.1.S1_at,LOC_Os10g42540
Os.9645.1.S1_at,LOC_Os10g42550
Os.5318.1.S1_a_at,LOC_Os10g42610
Os.9496.1.S1_at,LOC_Os10g42620
Os.17590.1.S1_a_at,LOC_Os10g42630
Os.54601.1.S1_s_at,LOC_Os10g42650
Os.13874.1.S1_x_at,LOC_Os10g42670
Os.7130.1.S1_at,LOC_Os10g42690
Os.7130.2.S1_x_at,LOC_Os10g42690
Os.15736.1.S1_at,LOC_Os10g42700
Os.11985.1.S1_at,LOC_Os10g42710
Os.11985.1.S1_a_at,LOC_Os10g42710
Os.11985.2.A1_a_at,LOC_Os10g42710
Os.25624.1.S1_at,LOC_Os10g42720
Os.9977.1.S1_x_at,LOC_Os10g42724
Os.9977.2.S1_at,LOC_Os10g42724
Os.51613.1.S1_x_at,LOC_Os10g42730
Os.5962.1.S1_at,LOC_Os10g42730
Os.46116.1.S1_x_at,LOC_Os10g42754
Os.38152.1.S1_at,LOC_Os10g42780
Os.38152.1.S1_x_at,LOC_Os10g42780
Os.19940.1.S1_s_at,LOC_Os10g42790
Os.19940.1.S1_at,LOC_Os10g42790
OsAffx.30755.1.S1_x_at,LOC_Os10g42800
OsAffx.30755.1.S1_at,LOC_Os10g42800
Os.2998.1.S1_at,LOC_Os10g42820
Os.3001.1.S1_at,LOC_Os10g42830
Os.2976.1.S1_at,LOC_Os10g42840
Os.46843.1.S1_at,LOC_Os10g42850
Os.8501.1.S1_at,LOC_Os10g42860
Os.2980.1.S1_at,LOC_Os10g42870
Os.46613.1.S1_s_at,LOC_Os10g42900
Os.46613.1.S1_at,LOC_Os10g42900
OsAffx.20120.1.S1_at,LOC_Os10g42930
Os.4758.1.S1_at,LOC_Os10g42940
Os.2989.1.S1_at,LOC_Os10g42950
Os.39043.1.S1_s_at,LOC_Os10g42960
Os.15132.1.S1_x_at,LOC_Os10g42970
OsAffx.11826.1.S1_at,LOC_Os10g42970
Os.5240.1.S1_at,LOC_Os10g43040
Os.2978.1.S1_at,LOC_Os10g43050
Os.6581.1.S1_at,LOC_Os10g43060
Os.14340.1.S1_at,LOC_Os10g43075
Os.46892.2.S1_x_at,LOC_Os10g43075
Os.20902.1.A1_at,LOC_Os11g01010
Os.51042.1.S1_at,LOC_Os11g01040
Os.27486.1.S1_at,LOC_Os11g01074
Os.15933.1.A1_s_at,LOC_Os11g01074
Os.27486.1.S1_x_at,LOC_Os11g01074
Os.53942.1.S1_x_at,LOC_Os11g01074
Os.27486.2.S1_at,LOC_Os11g01074
Os.8642.1.S1_a_at,LOC_Os11g01140
Os.8642.4.S1_x_at,LOC_Os11g01140
Os.7883.1.A1_at,LOC_Os11g01154
Os.2616.1.S1_at,LOC_Os11g01170
Os.6077.1.S1_at,LOC_Os11g01220
OsAffx.31535.1.S1_at,LOC_Os11g01240
Os.6196.2.S1_at,LOC_Os11g01270
Os.33915.1.S1_at,LOC_Os11g01280
OsAffx.30763.1.S1_s_at,LOC_Os11g01300
Os.152.1.S1_at,LOC_Os11g01340
OsAffx.31538.2.S1_x_at,LOC_Os11g01400
Os.9537.1.S1_s_at,LOC_Os11g01420
Os.9537.1.S1_at,LOC_Os11g01420
Os.18448.1.S1_s_at,LOC_Os11g01480
OsAffx.30765.1.S1_at,LOC_Os11g01480
Os.28272.1.S1_x_at,LOC_Os11g01490
Os.28272.2.S1_at,LOC_Os11g01490
Os.28272.1.S1_at,LOC_Os11g01490
Os.5283.1.S1_at,LOC_Os11g01510
Os.12096.4.S1_s_at,LOC_Os11g01530
Os.12096.3.S1_x_at,LOC_Os11g01530
Os.6019.1.S1_at,LOC_Os11g01570
Os.52259.1.S1_at,LOC_Os11g01590
OsAffx.25952.1.S1_s_at,LOC_Os11g01600
Os.5521.1.A1_at,LOC_Os11g01600
OsAffx.25952.1.S1_x_at,LOC_Os11g01600
OsAffx.31541.1.S1_s_at,LOC_Os11g01610
OsAffx.18625.3.S1_x_at,LOC_Os11g01630
Os.12549.1.S1_s_at,LOC_Os11g01740
Os.6829.1.S1_at,LOC_Os11g01740
Os.6814.2.S1_s_at,LOC_Os11g01790
Os.51935.1.S1_at,LOC_Os11g01830
OsAffx.31545.1.S1_x_at,LOC_Os11g01836
OsAffx.30773.2.S1_x_at,LOC_Os11g01869
Os.3740.4.S1_at,LOC_Os11g01872
Os.15845.1.S1_at,LOC_Os11g01875
OsAffx.6960.1.S1_s_at,LOC_Os11g01875
OsAffx.6960.1.S1_at,LOC_Os11g01875
OsAffx.6960.1.S1_x_at,LOC_Os11g01875
Os.16743.3.S1_x_at,LOC_Os11g01880
Os.16743.3.S1_at,LOC_Os11g01880
Os.9846.1.S1_x_at,LOC_Os11g01890
Os.9846.2.S1_at,LOC_Os11g01890
Os.2331.1.S1_at,LOC_Os11g02080
Os.12584.1.S1_x_at,LOC_Os11g02080
Os.55595.1.S1_at,LOC_Os11g02100
Os.50351.1.S1_s_at,LOC_Os11g02110
Os.50351.1.S1_at,LOC_Os11g02110
Os.14873.1.S1_at,LOC_Os11g02150
Os.1310.1.S1_a_at,LOC_Os11g02240
Os.1310.1.S1_a_at,LOC_Os11g02240
Os.28385.2.S1_a_at,LOC_Os11g02300
Os.28385.1.S1_x_at,LOC_Os11g02300
Os.21252.1.S1_at,LOC_Os11g02320
Os.10615.1.S1_s_at,LOC_Os11g02369
Os.27520.2.S1_x_at,LOC_Os11g02389
Os.27520.1.S1_at,LOC_Os11g02389
Os.36779.1.S1_s_at,LOC_Os11g02400
Os.26565.1.S1_a_at,LOC_Os11g02400
Os.10120.2.S1_at,LOC_Os11g02424
Os.10120.1.S2_a_at,LOC_Os11g02424
Os.6354.1.S1_s_at,LOC_Os11g02440
Os.37295.1.S1_at,LOC_Os11g02440
Os.12524.1.S1_at,LOC_Os11g02464
Os.33990.1.S1_at,LOC_Os11g02480
Os.25109.1.S1_at,LOC_Os11g02600
Os.12110.1.S1_at,LOC_Os11g02610
Os.50540.1.S1_at,LOC_Os11g02630
Os.17196.1.A1_s_at,LOC_Os11g02630
Os.24154.1.A1_at,LOC_Os11g02640
Os.26742.1.S1_at,LOC_Os11g02660
Os.10542.1.S1_s_at,LOC_Os11g02670
Os.51048.1.S1_at,LOC_Os11g02730
Os.54077.1.S1_at,LOC_Os11g02740
Os.40337.1.S1_at,LOC_Os11g02760
Os.40337.1.S1_s_at,LOC_Os11g02760
OsAffx.30786.1.S1_at,LOC_Os11g02770
Os.52568.1.S1_s_at,LOC_Os11g02820
Os.12636.1.S1_at,LOC_Os11g02830
Os.54274.1.S1_at,LOC_Os11g02840
Os.38774.1.S1_s_at,LOC_Os11g03050
Os.34563.1.S1_at,LOC_Os11g03060
Os.47623.1.A1_at,LOC_Os11g03110
OsAffx.19459.1.S1_at,LOC_Os11g03130
OsAffx.18648.1.S1_at,LOC_Os11g03150
Os.24025.1.S1_s_at,LOC_Os11g03160
Os.24025.1.S1_at,LOC_Os11g03160
Os.52764.1.S1_at,LOC_Os11g03200
Os.52764.1.S1_x_at,LOC_Os11g03200
OsAffx.19461.2.S1_x_at,LOC_Os11g03220
Os.47730.2.S1_x_at,LOC_Os11g03230
Os.11908.1.S1_s_at,LOC_Os11g03230
Os.47730.1.S1_x_at,LOC_Os11g03230
Os.35020.1.S1_at,LOC_Os11g03300
Os.35343.1.A1_at,LOC_Os11g03370
Os.11848.1.S1_at,LOC_Os11g03380
Os.8564.1.S1_at,LOC_Os11g03390
Os.9193.1.S1_at,LOC_Os11g03400
Os.9193.1.S1_s_at,LOC_Os11g03400
Os.16784.1.S1_at,LOC_Os11g03420
Os.28138.1.S1_at,LOC_Os11g03460
Os.9497.1.S1_at,LOC_Os11g03470
Os.5915.1.S1_at,LOC_Os11g03530
OsAffx.31562.2.S1_s_at,LOC_Os11g03550
OsAffx.31562.1.S1_at,LOC_Os11g03550
Os.50919.1.S1_at,LOC_Os11g03580
Os.52316.1.S1_at,LOC_Os11g03620
OsAffx.30800.2.S1_x_at,LOC_Os11g03640
OsAffx.19468.2.S1_at,LOC_Os11g03670
OsAffx.19468.1.S1_s_at,LOC_Os11g03670
Os.23141.1.S1_at,LOC_Os11g03710
Os.23141.1.S1_x_at,LOC_Os11g03710
Os.8403.1.S1_s_at,LOC_Os11g03730
Os.8403.1.S1_a_at,LOC_Os11g03730
OsAffx.7470.1.S1_x_at,LOC_Os11g03734
Os.17651.1.S1_at,LOC_Os11g03760
Os.5087.1.S1_at,LOC_Os11g03780
Os.8596.1.S1_at,LOC_Os11g03794
Os.17338.1.S1_at,LOC_Os11g03820
Os.22510.1.A1_at,LOC_Os11g03890
Os.18609.1.S1_at,LOC_Os11g03900
Os.50822.1.S1_at,LOC_Os11g03900
OsAffx.18657.3.S1_s_at,LOC_Os11g03920
Os.10274.1.S1_a_at,LOC_Os11g03970
Os.49735.2.S1_at,LOC_Os11g03990
Os.6142.1.S1_s_at,LOC_Os11g04030
Os.18177.1.S1_at,LOC_Os11g04104
OsAffx.19478.2.S1_s_at,LOC_Os11g04150
OsAffx.19478.1.S1_at,LOC_Os11g04150
Os.49766.1.S1_at,LOC_Os11g04170
Os.7704.1.S1_at,LOC_Os11g04174
Os.11628.1.S1_at,LOC_Os11g04180
Os.17868.1.S1_at,LOC_Os11g04210
Os.27960.1.S1_a_at,LOC_Os11g04220
OsAffx.6989.1.S1_at,LOC_Os11g04260
Os.49741.1.S1_at,LOC_Os11g04295
Os.6654.1.S1_at,LOC_Os11g04300
OsAffx.31572.1.S1_at,LOC_Os11g04320
Os.56229.1.S1_at,LOC_Os11g04330
Os.23431.1.A1_at,LOC_Os11g04370
Os.12347.1.S1_x_at,LOC_Os11g04390
Os.12347.4.S1_x_at,LOC_Os11g04390
Os.4757.1.S1_at,LOC_Os11g04409
Os.4757.1.S2_at,LOC_Os11g04409
Os.27194.2.A1_x_at,LOC_Os11g04420
Os.6869.1.S1_at,LOC_Os11g04420
Os.27194.1.A1_a_at,LOC_Os11g04420
Os.6869.1.S1_s_at,LOC_Os11g04420
Os.52539.1.S1_at,LOC_Os11g04440
OsAffx.18661.1.S1_at,LOC_Os11g04460
OsAffx.18661.2.S1_x_at,LOC_Os11g04460
Os.10842.2.S1_at,LOC_Os11g04480
Os.26862.3.S1_a_at,LOC_Os11g04490
OsAffx.19484.1.S1_at,LOC_Os11g04510
Os.26409.2.S1_s_at,LOC_Os11g04520
Os.26409.3.S1_s_at,LOC_Os11g04520
Os.26409.2.S1_s_at,LOC_Os11g04520
Os.26409.1.S1_a_at,LOC_Os11g04520
Os.26409.1.S1_a_at,LOC_Os11g04520
Os.26409.3.S1_s_at,LOC_Os11g04520
OsAffx.30816.2.S1_at,LOC_Os11g04550
Os.11301.1.S1_x_at,LOC_Os11g04560
Os.11301.1.S1_at,LOC_Os11g04560
Os.5263.1.S1_at,LOC_Os11g04660
Os.5263.1.S1_x_at,LOC_Os11g04660
Os.37430.1.S1_at,LOC_Os11g04720
Os.18691.1.S1_at,LOC_Os11g04740
OsAffx.19491.1.S1_at,LOC_Os11g04750
Os.55208.1.S1_at,LOC_Os11g04860
Os.38470.1.S1_x_at,LOC_Os11g04880
Os.38470.1.S1_at,LOC_Os11g04880
Os.51435.1.S1_at,LOC_Os11g04920
Os.50597.1.S1_at,LOC_Os11g04930
Os.18447.1.S2_at,LOC_Os11g04950
Os.18447.1.S1_at,LOC_Os11g04950
Os.22122.1.S1_at,LOC_Os11g04954
OsAffx.30821.1.S1_at,LOC_Os11g04970
Os.17798.1.S1_at,LOC_Os11g04980
Os.53519.1.S1_at,LOC_Os11g04990
Os.7649.1.S1_at,LOC_Os11g05010
Os.9392.1.S1_at,LOC_Os11g05050
OsAffx.18678.1.S1_at,LOC_Os11g05080
Os.7417.1.S1_at,LOC_Os11g05080
Os.10515.1.S1_s_at,LOC_Os11g05090
Os.17539.1.S1_at,LOC_Os11g05090
Os.47960.1.S1_at,LOC_Os11g05100
Os.11606.1.S1_at,LOC_Os11g05110
Os.49493.1.S1_at,LOC_Os11g05120
Os.52376.1.S1_at,LOC_Os11g05130
Os.10529.1.S1_s_at,LOC_Os11g05140
OsAffx.18679.1.S1_at,LOC_Os11g05140
OsAffx.18681.1.S1_s_at,LOC_Os11g05170
Os.1307.1.S1_a_at,LOC_Os11g05190
Os.9756.1.S1_a_at,LOC_Os11g05260
Os.21883.1.S1_at,LOC_Os11g05280
Os.15841.1.S1_a_at,LOC_Os11g05290
Os.52448.2.S1_at,LOC_Os11g05310
Os.9317.1.S1_at,LOC_Os11g05370
OsAffx.18687.1.S1_x_at,LOC_Os11g05390
Os.54195.1.S1_at,LOC_Os11g05390
Os.21031.1.S1_at,LOC_Os11g05394
Os.5152.1.S1_at,LOC_Os11g05400
Os.16214.1.S1_at,LOC_Os11g05490
Os.51005.1.S1_at,LOC_Os11g05530
Os.21289.1.S1_at,LOC_Os11g05540
Os.55491.1.S1_at,LOC_Os11g05550
Os.15363.1.S1_at,LOC_Os11g05552
Os.49423.1.S1_at,LOC_Os11g05556
Os.9376.1.S1_at,LOC_Os11g05562
Os.54312.1.S1_at,LOC_Os11g05570
Os.8763.1.S1_at,LOC_Os11g05650
OsAffx.30830.1.S1_at,LOC_Os11g05650
Os.55611.1.S1_s_at,LOC_Os11g05660
Os.6118.1.S1_at,LOC_Os11g05700
Os.6844.1.S1_at,LOC_Os11g05810
Os.6844.1.S1_x_at,LOC_Os11g05810
Os.55076.1.S1_at,LOC_Os11g05820
OsAffx.30834.1.S1_x_at,LOC_Os11g05840
Os.11817.1.S1_a_at,LOC_Os11g05850
Os.9519.1.S1_at,LOC_Os11g05860
Os.53155.1.S1_s_at,LOC_Os11g05870
Os.27320.1.S1_at,LOC_Os11g05880
Os.12795.1.S1_at,LOC_Os11g05930
Os.53017.1.S1_at,LOC_Os11g05980
Os.27753.1.S1_at,LOC_Os11g05990
Os.27753.1.S1_at,LOC_Os11g05990
Os.31883.1.A1_at,LOC_Os11g06010
Os.11805.1.A1_s_at,LOC_Os11g06020
Os.35800.1.S1_s_at,LOC_Os11g06040
Os.35800.1.S1_at,LOC_Os11g06040
OsAffx.18702.1.S1_at,LOC_Os11g06100
Os.57573.1.S1_at,LOC_Os11g06130
Os.53732.1.S1_a_at,LOC_Os11g06170
Os.24665.1.S1_at,LOC_Os11g06190
Os.24665.1.S1_at,LOC_Os11g06190
Os.24665.1.S2_at,LOC_Os11g06190
Os.24665.1.S2_at,LOC_Os11g06190
Os.17131.1.S1_at,LOC_Os11g06220
Os.17131.1.S1_x_at,LOC_Os11g06220
Os.49222.1.S1_at,LOC_Os11g06230
OsAffx.7013.1.S1_at,LOC_Os11g06234
Os.52744.1.S1_at,LOC_Os11g06320
Os.12355.1.S1_at,LOC_Os11g06340
Os.49272.1.S1_at,LOC_Os11g06370
Os.9627.1.S1_at,LOC_Os11g06390
Os.7265.1.S1_at,LOC_Os11g06410
Os.17428.1.S1_at,LOC_Os11g06420
OsAffx.30842.1.S1_at,LOC_Os11g06430
OsAffx.30842.1.S1_at,LOC_Os11g06430
Os.26735.1.S1_at,LOC_Os11g06440
OsAffx.7021.1.S1_at,LOC_Os11g06580
Os.53123.1.S1_at,LOC_Os11g06650
OsAffx.7023.1.S1_at,LOC_Os11g06670
OsAffx.30846.1.S1_at,LOC_Os11g06690
Os.12388.1.S1_at,LOC_Os11g06720
Os.12388.1.S1_x_at,LOC_Os11g06720
OsAffx.7024.1.S1_at,LOC_Os11g06740
Os.48459.1.A1_at,LOC_Os11g06740
Os.22696.2.S1_x_at,LOC_Os11g06750
Os.22696.1.S1_at,LOC_Os11g06750
Os.12174.1.S1_at,LOC_Os11g06760
Os.51809.1.S1_at,LOC_Os11g06780
Os.10074.1.S1_at,LOC_Os11g06810
OsAffx.7026.1.S1_x_at,LOC_Os11g06820
Os.24716.1.A1_at,LOC_Os11g06860
Os.5512.1.S1_at,LOC_Os11g06890
Os.14121.1.S1_at,LOC_Os11g06900
Os.9349.1.S1_at,LOC_Os11g06910
Os.38237.1.S1_s_at,LOC_Os11g06934
Os.38237.1.S1_x_at,LOC_Os11g06934
Os.49433.1.S1_x_at,LOC_Os11g06934
Os.18335.3.S1_x_at,LOC_Os11g07020
Os.7988.1.S1_s_at,LOC_Os11g07020
Os.24073.1.S1_at,LOC_Os11g07030
Os.5879.1.S1_at,LOC_Os11g07040
Os.49831.1.S1_at,LOC_Os11g07060
OsAffx.18716.1.S1_at,LOC_Os11g07100
OsAffx.18717.1.S1_at,LOC_Os11g07120
Os.53417.1.S2_at,LOC_Os11g07124
Os.53417.1.S1_at,LOC_Os11g07124
Os.27053.3.A1_s_at,LOC_Os11g07200
Os.27053.3.A1_s_at,LOC_Os11g07200
Os.11618.1.S1_at,LOC_Os11g07230
OsAffx.18719.1.S1_at,LOC_Os11g07270
Os.11596.1.S2_at,LOC_Os11g07280
OsAffx.18720.1.S1_at,LOC_Os11g07290
OsAffx.30859.2.S1_at,LOC_Os11g07350
OsAffx.18723.1.S1_at,LOC_Os11g07360
OsAffx.18725.1.S1_at,LOC_Os11g07380
Os.51933.1.S1_at,LOC_Os11g07450
Os.33152.1.S1_x_at,LOC_Os11g07450
Os.49539.1.S1_at,LOC_Os11g07470
Os.52668.1.S1_at,LOC_Os11g07470
Os.21809.1.S1_at,LOC_Os11g07490
Os.14143.1.S1_at,LOC_Os11g07500
OsAffx.7038.1.S1_s_at,LOC_Os11g07580
Os.49677.1.S1_at,LOC_Os11g07600
Os.9178.1.S1_at,LOC_Os11g07670
Os.9679.1.S1_at,LOC_Os11g07830
Os.5944.1.A1_at,LOC_Os11g07850
OsAffx.18734.1.S1_at,LOC_Os11g07870
Os.26444.1.S1_at,LOC_Os11g07910
OsAffx.18737.1.S1_at,LOC_Os11g07911
Os.7859.1.S1_at,LOC_Os11g07916
Os.52255.1.S1_x_at,LOC_Os11g07922
OsAffx.18738.1.S1_x_at,LOC_Os11g07922
Os.52255.1.S1_at,LOC_Os11g07922
Os.25496.1.S1_at,LOC_Os11g07930
Os.22793.1.S1_at,LOC_Os11g07940
Os.49489.1.S1_at,LOC_Os11g07950
Os.10765.1.S1_at,LOC_Os11g07960
Os.26777.1.S1_at,LOC_Os11g07970
OsAffx.30872.1.S1_s_at,LOC_Os11g08020
Os.8874.1.S1_at,LOC_Os11g08080
Os.18349.1.A1_s_at,LOC_Os11g08090
OsAffx.18741.1.S1_at,LOC_Os11g08090
Os.10861.1.S1_at,LOC_Os11g08100
Os.4385.1.S1_at,LOC_Os11g08210
Os.51926.1.S1_x_at,LOC_Os11g08210
Os.5577.1.S1_at,LOC_Os11g08300
Os.3738.1.S1_s_at,LOC_Os11g08330
Os.8025.1.S1_at,LOC_Os11g08370
OsAffx.30890.1.S1_at,LOC_Os11g08640
Os.17282.1.S1_at,LOC_Os11g08670
Os.23150.1.S1_at,LOC_Os11g08940
Os.17533.1.S1_at,LOC_Os11g08950
OsAffx.18754.1.S1_at,LOC_Os11g08980
Os.18467.1.S1_at,LOC_Os11g09010
Os.18467.1.S1_s_at,LOC_Os11g09010
Os.19070.1.S1_at,LOC_Os11g09020
Os.51173.1.S1_at,LOC_Os11g09040
OsAffx.18758.1.S1_at,LOC_Os11g09110
Os.24105.1.A1_at,LOC_Os11g09140
Os.50381.1.S1_at,LOC_Os11g09150
Os.52508.1.S1_at,LOC_Os11g09160
Os.18115.1.S1_at,LOC_Os11g09170
Os.16036.1.S1_at,LOC_Os11g09180
Os.10985.1.S1_at,LOC_Os11g09280
Os.17200.1.S1_at,LOC_Os11g09310
Os.20320.1.S1_at,LOC_Os11g09329
Os.16476.1.A1_at,LOC_Os11g09329
Os.8637.1.S1_at,LOC_Os11g09350
Os.54089.1.S1_at,LOC_Os11g09370
OsAffx.18762.1.S1_at,LOC_Os11g09375
Os.24499.1.S1_at,LOC_Os11g09640
Os.24499.2.S1_at,LOC_Os11g09640
OsAffx.18767.1.S1_at,LOC_Os11g09670
OsAffx.30905.2.S1_at,LOC_Os11g09680
Os.17219.2.S1_x_at,LOC_Os11g09680
Os.17219.1.S1_at,LOC_Os11g09680
Os.17219.2.S1_s_at,LOC_Os11g09680
OsAffx.30905.3.S1_at,LOC_Os11g09690
OsAffx.30909.1.S1_at,LOC_Os11g09820
Os.53740.1.S1_s_at,LOC_Os11g09850
Os.18594.1.S1_at,LOC_Os11g09940
Os.22922.1.S1_at,LOC_Os11g09990
Os.55783.1.S1_at,LOC_Os11g10040
Os.55783.2.S1_x_at,LOC_Os11g10040
Os.11635.1.S1_at,LOC_Os11g10050
Os.9834.1.S1_a_at,LOC_Os11g10060
Os.52659.1.S1_at,LOC_Os11g10090
Os.52659.1.S1_at,LOC_Os11g10090
Os.2444.1.S1_at,LOC_Os11g10100
Os.52285.1.S1_at,LOC_Os11g10120
Os.49909.1.S1_at,LOC_Os11g10180
Os.52549.1.S1_s_at,LOC_Os11g10240
Os.52549.1.S1_at,LOC_Os11g10240
Os.2436.1.S1_at,LOC_Os11g10290
Os.49827.1.S1_at,LOC_Os11g10310
Os.7980.1.S1_at,LOC_Os11g10320
OsAffx.7060.1.S1_s_at,LOC_Os11g10320
Os.2431.1.S1_at,LOC_Os11g10340
Os.12740.1.S1_x_at,LOC_Os11g10420
OsAffx.7064.1.S1_at,LOC_Os11g10420
Os.19722.1.S2_at,LOC_Os11g10420
Os.19722.1.S1_s_at,LOC_Os11g10420
Os.2426.1.A1_at,LOC_Os11g10470
Os.57464.1.S1_x_at,LOC_Os11g10480
Os.12591.2.S1_x_at,LOC_Os11g10480
Os.8815.1.S1_at,LOC_Os11g10510
Os.11991.1.S1_at,LOC_Os11g10520
Os.12187.1.S1_at,LOC_Os11g10750
Os.20557.1.S1_s_at,LOC_Os11g10760
Os.51866.1.S1_at,LOC_Os11g10770
Os.16051.1.S1_at,LOC_Os11g10780
Os.57156.1.S1_at,LOC_Os11g10800
OsAffx.18790.1.S1_at,LOC_Os11g10850
Os.55238.1.S1_at,LOC_Os11g10870
Os.9996.2.S1_at,LOC_Os11g10980
Os.9996.1.S1_at,LOC_Os11g10990
Os.11947.1.S1_a_at,LOC_Os11g11000
Os.39944.1.S1_at,LOC_Os11g11020
Os.53099.1.S1_at,LOC_Os11g11060
Os.25108.1.S1_at,LOC_Os11g11070
Os.23107.1.S1_at,LOC_Os11g11100
Os.23036.1.A1_at,LOC_Os11g11110
Os.52283.1.S1_at,LOC_Os11g11210
Os.52908.1.S1_at,LOC_Os11g11240
Os.16593.1.S1_at,LOC_Os11g11320
Os.6226.1.S1_at,LOC_Os11g11370
Os.10134.1.S1_at,LOC_Os11g11390
Os.54127.1.S1_at,LOC_Os11g11410
OsAffx.18799.1.S1_at,LOC_Os11g11430
Os.17796.1.S1_s_at,LOC_Os11g11500
OsAffx.30930.1.S1_at,LOC_Os11g11530
Os.45957.1.S1_at,LOC_Os11g11694
OsAffx.30937.1.S1_at,LOC_Os11g11740
Os.21245.1.S1_at,LOC_Os11g11790
Os.20102.1.S1_s_at,LOC_Os11g11940
OsAffx.18811.1.S1_at,LOC_Os11g11940
Os.21562.1.S1_at,LOC_Os11g11950
Os.49400.1.S1_s_at,LOC_Os11g11960
Os.49400.1.S2_s_at,LOC_Os11g11960
OsAffx.7086.1.S1_at,LOC_Os11g11970
Os.11916.1.S1_at,LOC_Os11g11980
OsAffx.30939.1.S1_at,LOC_Os11g11990
OsAffx.30939.1.S1_at,LOC_Os11g11990
Os.52223.1.S1_at,LOC_Os11g12000
OsAffx.30940.1.S1_at,LOC_Os11g12330
OsAffx.18817.1.S1_at,LOC_Os11g12430
Os.49784.1.S1_at,LOC_Os11g12530
OsAffx.7100.1.S1_at,LOC_Os11g12630
OsAffx.7100.1.S1_at,LOC_Os11g12630
Os.54501.1.S1_at,LOC_Os11g12650
Os.53914.1.S1_at,LOC_Os11g12740
OsAffx.30948.1.S1_at,LOC_Os11g12800
OsAffx.18825.1.S1_x_at,LOC_Os11g13410
OsAffx.18825.1.S1_at,LOC_Os11g13410
Os.19028.1.S1_at,LOC_Os11g13410
Os.27357.1.A1_at,LOC_Os11g13420
Os.6098.1.A1_at,LOC_Os11g13570
Os.6335.1.S1_at,LOC_Os11g13670
Os.20184.1.S1_at,LOC_Os11g13694
OsAffx.18833.1.S1_at,LOC_Os11g13760
Os.19345.1.S1_at,LOC_Os11g13800
Os.19345.1.S1_at,LOC_Os11g13800
Os.10371.1.S1_at,LOC_Os11g13810
OsAffx.30963.1.S1_at,LOC_Os11g13850
Os.16966.1.S1_s_at,LOC_Os11g13850
Os.16966.1.S1_at,LOC_Os11g13850
Os.52720.1.S1_at,LOC_Os11g13860
Os.18644.1.S1_at,LOC_Os11g13880
Os.37562.1.A1_x_at,LOC_Os11g13890
OsAffx.18836.1.S1_x_at,LOC_Os11g13890
OsAffx.18836.1.S1_at,LOC_Os11g13890
Os.12181.1.S1_s_at,LOC_Os11g13890
OsAffx.18839.1.S1_at,LOC_Os11g13940
OsAffx.30967.1.S1_at,LOC_Os11g13990
Os.51398.1.S1_x_at,LOC_Os11g13990
Os.54533.1.S1_at,LOC_Os11g14000
Os.17018.1.S1_at,LOC_Os11g14010
OsAffx.30968.1.S1_at,LOC_Os11g14020
